budget_2013,budget_2016,OPBUDGET_2019,OPBUDGET2020,opbudget_2021_2022
NA,NA,2038652,2038652,4001000
NA,NA,1591558,1628556,3528000
12771303,NA,12542800,12207980,9037000
NA,NA,NA,NA,739000
1e+06,NA,NA,NA,NA
NA,1091953,NA,NA,1378813
NA,NA,2100000,2395000,2813000
NA,NA,2e+06,2e+06,1692000
4115000,NA,6579002,6961714,NA
15225750,16140739,17401378,18511853,20322412
NA,NA,3003000,3340500,3151000
NA,NA,4295640,6559100,4500000
1.3e+07,NA,19839553,19103440,19987000
NA,NA,21685496,21997128,22380000
87051966,100735095,123677838,126489546,66480000
18192848,67751130,25231520,24816321,20200150
1.1e+07,"9,627,646",13736962,14328800,30491
7338579,25341132,20119688,20713733,8195633
5241497,"4,540,003",16198764,17260423,5308433
1.4e+07,56151156,"15,696,725","15,844,156",14860254
19905144,"26,153,038","29,670,597","30,928,450",32202915
4421347,"5,526,382",11245341,11670750,110564
3600000,"3,155,075","3,991,974","4,034,377",4304445
15118150,"5,495,867","5,834,186","5,759,099",1331159
1.36e+08,140625629,153114852,156902555,58256190
3.2e+07,41098976,"13,338,746","12,910,926",443708
35914597,87126711,"27,840,759","27,029,315",27981390
12237767,"13,936,990","19,309,445","16,597,715",16651818
23805000,"12,992,509",17867102,17352948,14341214
22712590,63979505,72279705,73614455,27589482
12035782,"13,858,703","16,719,353","15,226,112",246061
1357543,"1,606,407",4771138,4737605,1747390
3121642,"3,747,804",11700000,12600000,5270382
463389312,154334165,177441949,177078821,137600000
1.3e+07,"8,790,771",24656064,24887054,9893801
NA,6200437,NA,NA,6014000
29300000,NA,37292000,39527871,43018000
12920198,1.5e+07,1.5e+07,1.5e+07,NA
9.2e+07,1e+08,141025897,143200499,NA
NA,NA,6524641,6947161,NA
NA,NA,26006725,27465928,33122000
9e+06,10727232,13185687,14443891,17665000
NA,NA,NA,NA,NA
99128566,126672642,152210268,163129840,177062000
12368146,NA,17936015,16480572,17752000
57179699,NA,99891042,102873099,102360000
2255799,NA,3133224,3377885,7607000
1621394,6500000,2769381,2781482,4618000
4300000,NA,NA,NA,2562000
NA,NA,NA,NA,30146000
NA,NA,NA,NA,NA
16769067,NA,21844509,24936732,17069000
18344857,NA,36524970,35895441,19779000
16855337,21689559,22568000,22938488,NA
47767748,5.2e+07,59865655,63308622,60694000
NA,NA,7446910,8010733,NA
17957214,20739103,24900807,23533138,19161000
38130375,41855120,4.36e+08,45500000,36494000
NA,NA,18237005,18907100,NA
NA,NA,3003032,3132532,3318526
NA,NA,2340569,2316366,NA
458617,NA,767000,767000,NA
NA,NA,5091694,5543863,9569000
NA,NA,2300000,2400000,NA
NA,NA,928000,928000,NA
NA,3300000,1500000,1500000,NA
NA,NA,535244,564750,1357000
NA,NA,NA,NA,NA
46300000,NA,NA,NA,11754000
NA,NA,1139260,1125000,NA
NA,NA,NA,NA,8347000
NA,NA,NA,NA,2334000
NA,NA,2958300,3145000,NA
NA,NA,85800,89200,NA
4.6e+07,49459348,NA,NA,122700000
NA,NA,119752846,119065922,83685000
NA,NA,12500000,13250000,5777000
NA,NA,NA,NA,4093000
NA,NA,3244581.69,3340211.04,3259000
NA,NA,NA,NA,4609000
22366968,28714777,NA,NA,13353000
NA,NA,159242318,164084413,50017000
80543846,96731625,125052107,133086695,103933000
NA,16345362,18390408,21073106,8424000
14462312,18374829,NA,NA,37489716
NA,NA,NA,NA,3979858
2964546,NA,NA,NA,4920425
NA,NA,NA,NA,38195099
NA,NA,NA,NA,6305480
NA,NA,2e+06,2e+06,2699000
11287507,14071226,15917850,15431044,17544000
NA,2.4e+07,18204260,18612235,18370000
NA,3e+07,33378832,31859249,36875000
11270000,13194269,5443810,5360071,20863000
NA,68912261,78444983,77762241,60335000
NA,NA,NA,NA,NA
16853315,18979570,NA,NA,13950000
NA,NA,18504502,18979919,16615000
NA,1.2e+07,15168000,15650604,7939000
36120373,41057144,51784088,48847781,74211000
2300000,NA,4e+06,4073200,NA
NA,12445000,12194820,13202635,15526000
NA,43215310,49287572,51561039,36034000
NA,NA,4329003,4055425,NA
NA,NA,15156846,15731626,12239000
NA,6500000,7300000,7600000,11348000
NA,NA,9381391,10311027,14916000
3.9e+07,35583325,39572960,39664060,58294000
20120250,24099450,26443202,28263627,41475000
8731542,NA,11061945,11666798,22994000
23777055,27581922,36759699,38657440,30805000
NA,NA,3175810,3427804,2181000
NA,NA,89000,94000,NA
NA,276521,250901,332701,NA
288000,523623,550000,670000,NA
NA,NA,NA,NA,NA
NA,NA,425200,425400,304000
NA,NA,NA,NA,569000
NA,368565,484000,518000,NA
NA,NA,1203909,1277528,NA
NA,NA,823500,818700,754000
NA,NA,6513588,7289231,9371000
NA,NA,638352,606383,NA
NA,NA,NA,NA,812000
2e+07,NA,NA,NA,15231000
NA,1.4e+07,17890607,17909461,9122000
NA,4579854,5077757,5066247,NA
NA,NA,NA,NA,5423000
NA,NA,5586090,5907138,3366000
NA,34143382,NA,NA,2948000
NA,7788186,8811066,4343107,4130000
NA,NA,3155339,3215120,NA
NA,4418070,NA,NA,NA
28006190,31592005,59065347,59412553,28090000
NA,NA,5e+05,5e+05,NA
NA,NA,88184235,89557481,120439000
NA,19590747,NA,NA,8999000
NA,3500000,NA,NA,3133000
21700000,27124424,32855809,35993802,17961000
NA,NA,3140395,3205570,1906000
NA,NA,1897000,1897000,NA
34147352,3.8e+07,NA,NA,29173000
11043304,NA,14900000,15600000,9494000
123256194,145682378,176882680,180255670,179572000
NA,NA,NA,NA,NA
16622401,18368335,23878573,25018632,12501000
NA,2e+07,24147368,25615188,15971000
6e+05,NA,1319830,1454921,NA
NA,NA,NA,NA,22060000
NA,18373367,24655283,24456283,14327000
NA,17231892,NA,NA,13280000
2e+07,NA,3.5e+07,3.5e+07,8238000
NA,125960522,150218400,144199825,53360000
NA,NA,NA,NA,NA
NA,NA,40852535,40941886,25381000
NA,NA,14852071,15980537,9527000
4600000,NA,NA,NA,5472000
21059006,3e+07,3.4e+07,3.4e+07,16105000
3e+06,NA,5300000,5300000,2960000
876121,990000,1200000,1200000,875314
37900744,34407316,50243586,52346424,551500000
NA,25357569,NA,NA,16147000
1.42e+08,151400000,170918504,178966667,54135000
NA,NA,3035713,3282248,1577295
5.3e+07,54022999,61785769,66440720,30634000
274271,NA,280000,280000,329979
NA,NA,744061,NA,426907
NA,NA,1285936,1392416,2226000
NA,NA,26095775,28587828,9189000
98952610,101954791,1.02e+08,1.08e+08,53227000
82000,NA,1e+05,130000,160869
NA,NA,79093090,81145189,54536000
NA,NA,48590812,52306175,29506000
NA,16500000,NA,NA,1208000
NA,NA,2e+06,2e+06,NA
NA,NA,23708343,23519083,12309000
3.91e+08,475097908,512408018,566897740,566075000
NA,NA,7527147,7717524,NA
NA,NA,662260,662260,570102
NA,29504741,44967209,45426715,23046000
NA,52110791,70258090,68340302,30369000
NA,NA,4985606,5635017,NA
NA,NA,NA,NA,909000
NA,2800000,1805227,1633447,2589000
NA,NA,4046677,4374336,NA
NA,NA,335431,342657,NA
39834367,38648205,4.5e+07,4.5e+07,22363000
NA,NA,372237,413593,527625
NA,3135533,4314996,4350468,NA
NA,NA,NA,NA,8034000
NA,NA,NA,NA,NA
NA,NA,3737230,4186314,1564588
NA,NA,3194812,3234979,NA
NA,NA,4400000,4600000,2661697
28500000,36047890,NA,NA,15277870
29783738,NA,NA,NA,12039000
NA,NA,NA,NA,1702904
NA,NA,3e+05,3e+05,749441
12939780,NA,NA,NA,16737000
NA,66327726,NA,NA,52466000
NA,NA,NA,NA,14453000
NA,NA,NA,NA,309234231
NA,NA,5223396,5839873,4069886
NA,NA,1605004,1677748,1595000
NA,NA,NA,NA,325200
1.5e+07,1.8e+07,20891760,21349726,12712000
1.5e+07,NA,19510047,20666101,8137958
1720802,NA,2973340,3088327,NA
481880,NA,640000,740000,869401
NA,11081151,NA,NA,NA
NA,NA,1064299,1076420,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,12665000
1807680,NA,2346492,2680578,2851236
NA,1238708,530934,1360297,1388025
108304405,1.24e+08,NA,NA,84007000
NA,NA,NA,NA,8673178
NA,NA,366330,307979,NA
150577437,162283187,198423870,186294059,93524000
NA,NA,NA,NA,NA
13524734,15448010,16138737,16463084,18726000
2.4e+07,NA,30020741,29736498,22056000
NA,NA,56254197,54829958,34697000
NA,NA,NA,NA,14081000
NA,NA,NA,NA,394380
NA,NA,8614227,8906223,NA
NA,1.4e+07,NA,NA,3485000
3.3e+07,35416047,13819810.75,14365059.78,15040000
NA,NA,NA,NA,4532000
1148357,NA,5e+06,5e+06,1777000
NA,NA,6977950,7476250,4205000
NA,NA,NA,NA,443000
66363483,68500000,65859309,67836809,95308000
NA,7200000,5790084,6088317,2381000
NA,45352985,52514006,54512698,15066000
NA,NA,3926379,4042566,662793
NA,1310213,1648238,1611069,NA
NA,NA,3194581,3244733,NA
NA,NA,5659808,6233561,6448000
NA,NA,2600000,2500000,NA
NA,NA,1390165,1547495,NA
NA,NA,4360204,4406795,6214000
13363359,17736923,21387708,22016944,18651000
11400000,13298943,15860951,16170319,17848000
NA,NA,3152716,3432151,2882000
21445161,24211625,29800537,30213437,27941000
9560818,9692183,12052088,12199466,7034000
NA,6e+05,921032,921032,NA
NA,NA,1849029,1944994,NA
73020921,83694863,NA,NA,82880000
NA,NA,1460956,1558238,1714000
NA,14247551,15003161,15003161,9688000
1375979,NA,NA,NA,NA
NA,NA,NA,NA,6896000
3443049,NA,NA,6518899,NA
NA,NA,NA,NA,NA
NA,2832533,2975436,3642329,3117000
1.6e+07,NA,24267944,25648540,22742000
21800000,25942093,29545492,31058364,32889000
1463338,NA,1680945,1717781,NA
NA,NA,3677415,3787375,NA
NA,NA,2276565,2331590,NA
NA,NA,NA,NA,NA
NA,NA,1382877,1371638,2089000
NA,NA,11177360,12075838,11961000
NA,NA,NA,NA,77225000
48600000,5.5e+07,1.1e+07,1.1e+07,35943000
NA,NA,10200000,10600000,7960000
1.44e+08,NA,201850748,212908828,226296000
2.8e+07,3.5e+07,43442434,44801530,27879000
114022390,118541180,NA,NA,118478000
48700000,NA,NA,NA,68994000
70115000,40417500,46070029,47425969,69100000
16895417,NA,19319092,19516110,22196000
NA,NA,NA,NA,2715000
NA,37590541,NA,NA,31606000
NA,NA,6031791,6267498,5400000
NA,NA,4300000,4500000,NA
68141407,81318729,79803554,80747462,44574000
36510418,35920472,40568004,40668733,21618000
NA,75059505,NA,NA,298319000
NA,NA,NA,NA,2132000
23875798,NA,30200000,32800000,28261000
9205867,22100000,22506385,23921638,17356000
NA,3500000,3572386,3631308,2718000
NA,NA,5935345,6438651,NA
38184541,39016226,42699196,43645629,31592000
NA,NA,1.3e+07,1.3e+07,NA
NA,NA,6700000,7300000,NA
19962722,21913548,24025902,24976654,12061000
NA,NA,125678,137620,141000
NA,NA,15043156,15308717,10187000
NA,NA,760000,762385,1290000
NA,NA,NA,NA,2324000
NA,NA,1005000,1005000,1032000
NA,665255,1080558,1169688,NA
NA,NA,NA,NA,795000
NA,NA,1335865,1503000,1901000
NA,NA,5794743,5756449,6400000
NA,NA,4e+05,410544,488000
NA,2464873,2500000,2525000,1412000
14420463,15395822,15911348,16086902,6380000
NA,NA,650000,7e+05,1873000
